tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@kingDellDell,2023-10-15 07:21:42,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it below ⤵️

😍 

#BYBIT #NEO #BSV #ALGO #NAV #IOTX ",0,0,0.09,0,0.0,1505,1505,753,4.24,5.6
@damiandurham717,2023-10-15 07:21:41,"🪙 Make sure to get your Galxe Airdrop now: ⤵️

🙏 

🔥 Thankful for the $5500 $GALXE Airdrop that landed in my account 😈 
#NEO #zkSync #FIL #LSK #BABYDOGE #DYDX ",0,0,0.0,0,0.0,2034,1017,297,3.05,7.38
@tam2103,2023-10-15 07:21:41,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it now ⤵️

👆 

#NEO #ZetaChain #APE #BinanceUS #ADA #SNEK ",0,0,0.01,0,0.0,786,393,426,1.16,2.32
@luisalbertocant,2023-10-15 07:21:41,"🌕 Secure your MetaMask Airdrop and enjoy the crypto benefits: ⤵️

📣 

🔥 Celebrating a $5500 MASK Airdrop that I just received 😈
#KLAY #Litecoin #UNI #CRYPTONEWS #BYBIT #NEO ",0,0,0.0,0,0.0,602,86,131,0.27,0.66
@BillionairePam,2023-10-15 07:21:38,"A new chapter
A new phase 
Lord I ask for grace and wisdom to carry on  this new season of my life 

Happy birthday 🎂 🥳 🎉 to me
#NobelPrize #NoBraDay #AngelJBSmith ",2,5,7.81,0,0.0,10992,1374,313,4.04,28.75
@BRKY10,2023-10-15 07:21:26,"💰 Claim your Galxe Airdrop and boost your crypto portfolio: ⤵️

➡️ 

🔥 Receiving a $5500 $GALXE Airdrop is like winning the crypto lottery 😈 
#ARB #arb #SEC #KUCOIN #altcoin #NEO ",0,0,0.01,0,0.0,95,95,297,0.28,0.37
@zhaparraa16,2023-10-15 07:21:17,"🆕 Azuki has introduced the #AZUKI token! Take advantage of their Airdrop while you can. I've just received $5500 🎁 Claim it instantly ⤵️

😇 

#SXP #MINA #PULSECHAIN #Worldcoin #NEO #SHIBARMY ",0,0,0.0,0,0.0,5416,5416,717,14.23,18.78
@vickiboy_9,2023-10-15 07:21:12,"From s£xtape to pregnancy na so Sexyy Red😎

#NoBraDay Blessing CEO*Zino #Ijogbon Dbanj*Manchester United*Dotun*BURST SOMA'S SCOROS*Mr Banks*Seyi*Big Wiz*Saudi Arabia #AngelJBSmith Jada*Ashleigh Plumptre*The Glazers*Shallipopi*LOVE LETTER TO VENITA*Ndidi*Rema Ronaldo Sunday #Gaza ",0,0,1.1,0,0.0,11534,11534,902,28.47,28.47
@gmaria,2023-10-15 07:21:08,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

🖐️ 

#ETC #BEN #METAMASK #IMX #NEO #THETA ",0,0,0.03,0,0.0,14469,1113,777,3.14,39.21
@Tobias_Anselm,2023-10-15 07:21:01,"💸 Secure your MetaMask Airdrop and reap the rewards: ⤵️

🔗 

🔥 My day took a fantastic turn with a $5500 MASK Airdrop 😈
#BinanceUS #NEO #WOJAK #MIOTA #ONT #HUOBI ",0,0,0.01,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:20:54,"@kachiubas @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,3,3,0,0.02,0.03
@green___tulip,2023-10-15 07:20:51,"🎉 Claim your MetaMask Airdrop and join the Celebration: ⤵️

😇 

🔥 This $5500 MASK Airdrop is a pleasant surprise 😈
#WEB3 #NEO #ENJ #TrustWallet #SEC #METAMASK ",0,0,0.0,0,0.0,3087,3087,4894,7.02,1.4
@alkanoates,2023-10-15 07:20:43,"@TalkWithQueenie @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,88,44,60,0.15,0.06
@HireMyRoom,2023-10-15 07:20:43,"💸 Your Galxe Airdrop is just a click away - claim it now: ⤵️

😍 

🔥 My crypto journey just got a boost with a $5500 $GALXE Airdrop 😈 
#STARKNET #ELON #NEO #BSV #ICP #Binance ",0,0,0.0,0,0.0,5263,277,461,0.78,7.86
@alkanoates,2023-10-15 07:20:33,"@Chioma720787491 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,134,134,61,0.47,0.09
@whitdecore,2023-10-15 07:20:32,"@StephStackzz @PereEgbi Very nice movie 👌

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",3,2,0.21,0,0.0,22,22,166,0.07,0.07
@alkanoates,2023-10-15 07:20:20,"@SarahThornyber1 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,1717,1717,4102,3.86,4.25
@Desii_barbie,2023-10-15 07:20:13,"DEAR ILEBAYE

Your maturity is what makes your aging gold rather than old. The power of a matured woman is immense, and we admire you a lot.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZbaddie ",45,132,12.65,0,0.0,53,53,109,0.16,0.18
@Desii_barbie,2023-10-15 07:20:12,"They can break down a woman temporarily, but a real woman like you will always pick up the pieces, rebuild herself e back stranger than ever.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",41,135,12.65,0,0.0,82927,27643,5,76.32,268.64
@Desii_barbie,2023-10-15 07:20:12,"DEAR ILEBAYE

You can do this. I love you and would never want you to give up. Stay focused, and remember I’m right beside you, rooting for you!!

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",42,111,12.65,0,0.0,16,4,24,0.02,0.12
@Desii_barbie,2023-10-15 07:20:12,"DEAR ILEBAYE

I’m proud of you, my love! I know you’re a go-getter; this is just part of your journey. It’s going to get better! Hang in there; you’ll get through this.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",47,130,12.65,0,0.0,1044,348,196,1.11,0.66
@Desii_barbie,2023-10-15 07:20:12,"DEAR ILEBAYE

You’re talented and intelligent, and I know that you’ll succeed! Keep pushing, and remember that nothing can hold you back. You’ve been through so much in your life. You can do this.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",49,135,12.65,0,0.0,128,128,55,0.46,0.09
@Desii_barbie,2023-10-15 07:20:12,"DEAR ILEBAYE

I don’t know any other person that deserves this opportunity better than you do. You’ve worked hard, and I believe you’ll finish strong. I’m rooting for you all the way.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",36,95,12.65,0,0.0,312,156,160,0.5,1.05
@Desii_barbie,2023-10-15 07:20:12,"DEAR ILEBAYE

Your life is an inspiration to me. I’m proud of how far e, and I believe you will crush this. I’m here for you.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",35,106,12.65,0,0.0,5265,1755,463,5.03,15.59
@alkanoates,2023-10-15 07:20:12,"@Wprince77 @BMakungany1912 @Nzeflora1 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,1,0.27,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:20:04,"@jessy538286 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,5,5,919,0.02,0.03
@VampireCat33,2023-10-15 07:19:59,"💸 Your Galxe Airdrop is just a click away - claim it now: ⤵️

👆 

🔥 I'm over the moon with this $5500 $GALXE Airdrop blessing 😈 
#UNI #memecoins #cryptocurrency #NEO #NFT #SUI ",0,0,0.07,0,0.0,895,895,686,2.56,2.82
@alkanoates,2023-10-15 07:19:55,"@fatty2_fatty @BMakungany1912 @Veerobe ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,9154,398,812,1.02,4.74
@LydiaMasaw89276,2023-10-15 07:19:49,"@Phila_Moss SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",0,1,0.01,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:19:47,"@Beautifully201 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,63,63,300,0.19,0.25
@1616Andres,2023-10-15 07:19:45,"💸 Don't hesitate, claim your Galxe Airdrop rewards today: ⤵️

👌 

🔥 Celebrating a $5500 surprise from a $GALXE Airdrop 😈 
#FriendTech #NEO #ONE $friendtech #NMC #RARE ",0,0,0.0,0,0.0,1,1,0,0.01,0.01
@mintyhoney,2023-10-15 07:19:43,"@PereEgbi General pere your peace of mind is very important. Good Morning king of Patriots.

#PereEgbi",9,20,0.38,0,0.0,0,0,1,0.0,0.0
@Praiz23281828,2023-10-15 07:19:43,"@lammiepearl We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija",3,3,0.05,0,0.0,0,0,0,0.0,0.0
@maxou4613,2023-10-15 07:19:39,"🌕 Don't miss this opportunity to claim your Galxe Airdrop: ⤵️

🟩 

🔥 Just when I needed it most, a $5500 $GALXE Airdrop appeared 😈 
#SNX #PPC #NEO #LUNA #SUI #LUNC ",0,0,0.0,0,0.0,9,9,22,0.03,0.04
@22ll33lll,2023-10-15 07:19:38,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it now ⤵️

😇 

#Tether #cryptocurrencies #MINA #NEO #Binance #LDO ",0,0,0.01,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:19:38,"@Cherish90495263 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,0.27,0,0.0,0,0,0,0.0,0.0
@update_hq98,2023-10-15 07:19:29,"Adekunle talks about Ilebaye’s change

I knew Ilebaye from Level Up, I actually have a relationship with Ilebaye, this Ilebaye I’m seeing here is not the same Ilebaye that I know — Adekunle 

#BBNaija #BBNaijaAllStars #fixed ",4,9,1.75,0,0.0,7072,7072,6856,16.29,16.29
@peresgirll,2023-10-15 07:19:27,"Watching this video again gladdens my heart so much. Aminu square 😍😍 if you haven’t seen the men’s club, now is a good time to see it

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",81,339,1.95,0,0.0,2,2,12,0.01,0.01
@michelser2000,2023-10-15 07:19:25,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

😃 

#Bitcoin #NEO #DYOR #USDT #RDD #XLM ",0,0,0.01,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:19:25,"@Deslove98 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,1,0.27,0,0.0,2,1,17,0.0,0.0
@delllowwwaa,2023-10-15 07:19:15,"🎉 Claim your Galxe Airdrop and join the Celebration: ⤵️

🤝 

🔥 A $5500 $GALXE Airdrop surprise has made my day 😈 
#PSYOP #Binance #BASE #Bitcoin #NEO #memecoin ",0,0,0.0,0,0.0,1,1,2,0.0,0.0
@alkanoates,2023-10-15 07:19:13,"@ojomuyidefoluke @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,2,0.27,0,0.0,0,0,131,0.0,0.0
@LydiaMasaw89276,2023-10-15 07:19:09,"@itsveraadom SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",7,1,0.01,0,0.0,27,27,74,0.09,0.12
@lovemi930,2023-10-15 07:19:07,"@PereEgbi ‼️‼️TAG ALERT ‼️

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija",7,3,0.1,0,0.0,0,0,0,0.0,0.0
@MonisolaRukkypp,2023-10-15 07:19:04,"CHIEF MERCY EKE
#MercyEke ",0,0,0.13,0,0.0,133,133,270,0.38,0.08
@alkanoates,2023-10-15 07:19:01,"@VkrBrown @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,0,0,0,0.0,0.0
@cBoox,2023-10-15 07:18:57,"🚀 Be among the first to claim Azuki's #AZUKI token! Don't wait, grab their Airdrop for $5500 🎁. Claim it immediately ⤵️

🥰 

#NEO #BNT  #BITGET #marketcap #ETC ",0,0,0.01,0,0.0,41,41,143,0.13,0.17
@Perrycarlsson,2023-10-15 07:18:56,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

🤝 

#PHA #NEO #altcoin #ARB #Bitcoin #AAVE ",0,0,0.08,0,0.0,0,0,0,0.0,0.0
@alkanoates,2023-10-15 07:18:54,"@MeTriumphant @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,7921,7921,900,20.14,22.15
@MonisolaRukkypp,2023-10-15 07:18:53,"@trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,2,1,11,0.0,0.0
@innerglow8,2023-10-15 07:18:47,"🎉 It's time to claim your Galxe Airdrop and Celebrate: ⤵️

😁 

🔥 A $5500 $GALXE Airdrop is the highlight of my day! 😈 
#SEI #SHIB #FLOKI #NEO #crypto #PLS ",0,0,0.0,0,0.0,16,8,78,0.03,0.06
@rob_jacob,2023-10-15 07:18:44,"💎 Claim your share of the Galxe Airdrop riches today: ⤵️

🖐️ 

🔥 I'm feeling lucky with my $5500 $GALXE Airdrop arrival 😈 
#wsm #NEO #BULLET #RIF #Binance #SHIB ",0,0,0.0,0,0.0,154,77,156,0.23,0.1
@MonisolaRukkypp,2023-10-15 07:18:38,"@NgooOgbu4442 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,725,725,536,2.12,0.42
@MonisolaRukkypp,2023-10-15 07:18:30,"@VivianAnya32736 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,1770,1770,1440,4.72,6.23
@Stephanie1234ma,2023-10-15 07:18:29,"is Peres tweet bothering some people?

Why are they running when no one is pursuing?😏

Disloyal nation know themselves 🤭,
because I wonder if mr dyslexia is the only disloyal cunt in the world🤔.
Gay uti sef dey,make una relax 🤭

SILENT INTRUDER THE MOVIE 
#PereEgbi
#BBNaija ",31,65,0.77,0,0.0,67,67,59,0.24,0.26
@MonisolaRukkypp,2023-10-15 07:18:20,"@CAmaobi53887 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,2133,237,530,0.64,5.76
@LydiaMasaw89276,2023-10-15 07:18:19,"@BevArtist2 @ChiefHoodlums_ @phaythe_t SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",5,1,0.01,0,0.0,267,267,436,0.75,0.2
@MonisolaRukkypp,2023-10-15 07:18:13,"@Kemmy27746037 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,387,387,792,1.0,1.0
@alkanoates,2023-10-15 07:18:11,"@twaibu_nawia @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,0,0,26,0.0,0.0
@MonisolaRukkypp,2023-10-15 07:18:05,"@DubemFrank47408 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,1076,269,829,0.72,2.02
@celular78,2023-10-15 07:18:03,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

🤲 

#ICP #PSYOP #NFT #APE #NEO #LINK ",0,0,0.0,0,0.0,3,3,9,0.01,0.01
@MonisolaRukkypp,2023-10-15 07:17:57,"@ChidimmaOn59302 @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,364,364,214,1.15,1.26
@LydiaMasaw89276,2023-10-15 07:17:56,"@BiggieStr SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",0,0,0.01,0,0.0,80014,7274,3006,17.97,236.84
@alkanoates,2023-10-15 07:17:55,"@esthere74766451 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,5,5,202,0.02,0.03
@MonisolaRukkypp,2023-10-15 07:17:50,"@UBlessiing @trend_mercyeke CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,2125,2125,2036,5.47,5.47
@jjfizz,2023-10-15 07:17:48,Check out Micro #Scooter Classic Sprite #Neo #Chrome #LimitedEdition   #eBay via @eBay_UK #Scooters #Facebook #Instagram #Twitter #TikTok #Presents #SchoolHolidays #Children #Christmas #Present,0,0,2.53,0,0.0,4,2,11,0.01,0.02
@Mercy68076976,2023-10-15 07:17:42,"@LydiaMasaw89276 @kelvinpowelll15 May you please follow the tag

SILENT INTRUDER THE MOVIE
#PereEgbi 

SILENT INTRUDER THE MOVIE
#PereEgbi",1,0,1.04,0,0.0,38,19,308,0.06,0.16
@alkanoates,2023-10-15 07:17:40,"@annie_turay @BMakungany1912 I don talk am tire

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,0.27,0,0.0,175,175,906,0.48,0.48
@MonisolaRukkypp,2023-10-15 07:17:37,"@YoungRejoice1 @trend_mercyeke She's a chief.. are u new here?
CHIEF MERCY EKE
#MercyEke",0,0,0.02,0,0.0,174,174,259,0.52,0.69
@Phila_Moss,2023-10-15 07:17:25,Look who is still trending no 1  ❤️🇿🇦🇿🇦🇿🇦#PereEgbi ,4,6,0.16,0,0.0,8,8,20,0.03,0.04
@LydiaMasaw89276,2023-10-15 07:17:22,"@Erica_Primkay SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",1,3,0.01,0,0.0,184,46,85,0.15,0.53
@alkanoates,2023-10-15 07:17:15,"@johnrea57213957 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,1,0.27,0,0.0,0,0,8,0.0,0.0
@annabelsomoray,2023-10-15 07:17:12,"🎉 It's time to claim your Galxe Airdrop and Celebrate: ⤵️

🤚 

🔥 My crypto portfolio got a boost thanks to a $5500 $GALXE Airdrop 😈 
#Bitcoin #MXRC #ACH #NEO #Binance #SUI ",0,0,0.0,0,0.0,327,327,330,0.99,1.09
@Nakie3110,2023-10-15 07:17:11,"@Steph_yebs ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars ",0,0,0.29,0,0.0,1,1,0,0.01,0.01
@alkanoates,2023-10-15 07:17:06,"@SymplyChidera @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,0.27,0,0.0,14934,786,5002,1.9,39.71
@LydiaMasaw89276,2023-10-15 07:16:59,"@Percylover2077 SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",0,0,0.01,0,0.0,222,222,68,0.76,0.76
@kevin96418612,2023-10-15 07:16:55,"🪙 Don't miss out on your Galxe Airdrop rewards - claim today: ⤵️

😃 

🔥 Receiving a $5500 $GALXE Airdrop is a crypto e true! 😈 
#FRIENDcoin #SPAWN #PNDC #MOVR #NEO #ARBITRUM ",0,0,0.0,0,0.0,45,45,122,0.14,0.03
@alkanoates,2023-10-15 07:16:51,"@BMakungany1912 @Paulofosu7 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,1,0.27,0,0.0,2207,2207,856,6.1,8.05
@alkanoates,2023-10-15 07:16:45,"@Paulofosu7 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,142,71,91,0.24,0.64
@OssaiStephen13,2023-10-15 07:16:39,"Mercy eke you can take tinubu I will manage the premium shege, take all the money who wan die make e die
CHIEF MERCY EKE
#MercyEke ",1,4,0.04,0,0.0,8058,2686,88,7.61,25.27
@alkanoates,2023-10-15 07:16:34,"@hiratswall @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,2509,2509,263,8.51,11.23
@whitdecore,2023-10-15 07:16:22,"For ur f0king info, General Pere will tweet wateva he wanna tweet whenever he likes, if u don't like it, throw ur fones into the ocean. ✍️ ✍️ ✍️ 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",14,19,1.05,0,0.0,0,0,33,0.0,0.0
@alkanoates,2023-10-15 07:16:10,"@blogpost12 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,1015,203,3,0.73,4.57
@KeydiL,2023-10-15 07:16:04,"🌠 Your Galxe Airdrop is just a click away - claim now: ⤵️

🤚 

🔥 Shoutout to the crypto universe for the $5500 $GALXE Airdrop 😈 
#NEO #SNEK #METAMASK #COMP #Bybit #LADYS ",0,0,0.0,0,0.0,3,3,20,0.01,0.01
@alkanoates,2023-10-15 07:15:58,"@BMakungany1912 @RachealDan73695 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,0,0,0,0.0,0.0
@bingcob_com,2023-10-15 07:15:58,"“My manager made away with all the money I made for a whole one year when I came out of the #BBNaija's house in 2018” — Alex reveals (Video)
👇 #BBNaijallstars 
",0,0,1.59,0,0.0,792,792,222,2.43,2.67
@reishel_06,2023-10-15 07:15:54,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

🤩 

#Metamask #KEY #PSYOP #ADA #memecoin #NEO ",0,0,0.0,0,0.0,93,31,80,0.1,0.39
@alkanoates,2023-10-15 07:15:49,"@RachealDan73695 @BMakungany1912 ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.27,0,0.0,2,1,355,0.0,0.0
@LydiaMasaw89276,2023-10-15 07:15:48,"@_Mhayaa PERE THE PRODUCER 
SILENT INTRUDER IS COMING 
#PereEgbi #Bbnaija",7,4,0.01,0,0.0,378,189,228,0.59,0.24
@Stanaccount001_,2023-10-15 07:15:39,Steady feeding #SOMGEL shippers😂😂 ,4,26,1.16,0,0.0,0,0,8,0.0,0.0
@JoyEne13799951,2023-10-15 07:15:30,"@kelvinpowelll15 SILENT INTRUDER  THE MOVIE 
#pereEbgi 
#BBNaija",2,0,0.02,0,0.0,885,295,903,0.78,2.58
@kairos_gr,2023-10-15 07:15:22,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

👍 

#zkSync #NEO #CLONEX #SOL #Tether #pepetoken ",0,0,0.12,0,0.0,430,430,92,1.41,1.86
@MogachinoYT,2023-10-15 07:15:17,"🪙 Don't miss out on your MetaMask Airdrop rewards - claim today: ⤵️

🤟 

🔥 The crypto gods have smiled upon me with a $5500 MASK Airdrop 😈
#BITGET #NEO #XPM #X #PLS #XNO ",0,0,0.07,0,0.0,2198,2198,1768,5.76,5.76
@Desii_barbie,2023-10-15 07:15:13,"DEAR ILEBAYE

You are a woman of beauty, strength and brilliance. A woman who never gives up on her dreams and keeps fighting till achieving them.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",25,41,12.65,0,0.0,652,163,278,0.48,2.12
@Desii_barbie,2023-10-15 07:15:13,"DEAR ILEBAYE

Remember what made you strong and the people who believe in you anytime you feel miserable. You are certainly worthy of all the love and success you'll get  and you are  full of potential.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS

#IlebayeOdiniya #GenZbaddie ",41,103,12.65,0,0.0,215260,4580,1886,11.8,581.36
@Desii_barbie,2023-10-15 07:15:13,"DEAR ILEBAYE
You do not need any validation from anyone. Strong women are on the streets on their own and conquer the world with inner power.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",29,58,12.65,0,0.0,1390,695,572,2.02,4.04
@Desii_barbie,2023-10-15 07:15:13,"The Tiny SEED knew that to GROW it needed to be dropped in DIRT, covered in darkness, and STRUGGLE to reach the LIGHT

This is the time to make mistakes and learn. Fly my dear girl.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",31,78,12.65,0,0.0,2,2,72,0.01,0.01
@Desii_barbie,2023-10-15 07:15:13,"DEAR ILEBAYE

Never ask permission from anyone to be who you are. I hope you feel beautiful and empowered today, my dear baby girl!

ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#IlebayeOdiniya #GenZbaddie ",47,115,12.65,0,0.0,0,0,6,0.0,0.0
@Desii_barbie,2023-10-15 07:15:13,"My wish for the most beautiful girl in the world is that may your dreams always be this big. May you always get to fly high.

ILEBAYE X AFCON
ILEBAYE OUR FOCUS

#IlebayeOdiniya #GenZbaddie ",34,107,12.65,0,0.0,1698,283,223,0.89,1.08
